product,vendor,edition,morefields
rangeeos,rangee,*,*
raysharp_firmware,zhuhai,*,*
readynas_os,netgear,*,*
readynas_os_firmware,netgear,*,*
real-time_operating_system,ti,*,*
remote_development,microsoft,*,*
rhinos,saltos,*,*
rios,riverbed,*,*
riot,riot-os,*,*
robot_operating_system,openrobotics,*,*
robox_os,robotemi,*,*
roomos,cisco,*,*
routerfiberhome_firmware,fiberhome,*,*
routeros,mikrotik,*,ltr
routeros,mikrotik,*,-
routeros,mikrotik,*,testing
routeros,mikrotik,*,*
ruggedcom_rox_i,siemens,*,*
rybdwi35.86a,intel,*,*
ryzen_master,amd,*,*
s\/a_idflex_v,cryptsoft,*,*
safari,apple,*,*
sailfish_os,jolla,*,*
samsung_mobile,samsung,*,*
sane_backends,sane-project,*,*
sap_kernel,sap,*,*
saros,digi,*,*
screenos,juniper,*,*
sd-wan,arubanetworks,*,*
sd-wan_firmware,cisco,*,*
sd-wan_wanop,citrix,*,*
security_access_manager_9.0_firmware,ibm,*,*
security_access_manager_for_web_7.0_firmware,ibm,*,*
security_access_manager_for_web_8.0_firmware,ibm,*,*
security_network_protection_firmware,ibm,*,*
selinux,selinux_project,*,*
sentinel_ldk_rte_firmware,sentinel,*,*
serenity,serenityos,*,*
serenityos,serenityos,*,*
server_platform_services_firmware,intel,*,*
sfcard_viewer_2,sony,*,*
shenzhen_hichip_vision_technology_firmware,hichip,*,*
simatic_wincc_open_architecture,siemens,*,*
siprotec_5_with_cpu_variant_cp050,siemens,*,*
siprotec_5_with_cpu_variant_cp100,siemens,*,*
siprotec_5_with_cpu_variant_cp200,siemens,*,*
siprotec_5_with_cpu_variant_cp300,siemens,*,*
slackware_linux,slackware,*,*
small_business_wireless_access_points_firmware,cisco,*,*
smartos,joyent,*,*
smartzone_managed_access_point_firmware,ruckuswireless,*,*
smoothwall_express,smoothwall,*,*
sns-3515-k9_bios,cisco,*,*
sns-3515-k9_firmware,cisco,*,*
sns-3595-k9_bios,cisco,*,*
sns-3595-k9_firmware,cisco,*,*
sns-3615-k9_bios,cisco,*,*
sns-3615-k9_firmware,cisco,*,*
sns-3655-k9_bios,cisco,*,*
sns-3655-k9_firmware,cisco,*,*
sns-3695-k9_bios,cisco,*,*
sns-3695-k9_firmware,cisco,*,*
solaris,sun,x86,*
solaris,sun,*,*
solaris,oracle,*,*
solaris,sun,sparc,*
solaris_ak,oracle,*,*
solidfire_bios,netapp,*,*
solidfire_element_os,netapp,*,*
solo_access_point_firmware,ruckuswireless,*,*
sonicos,sonicwall,*,*
sonicosv,sonicwall,*,*
sonicwall_secure_remote_access_server,dell,*,*
sprecon-e,sprecher-automation,*,*
sql_server,microsoft,*,*
staros,cisco,*,*
steamos,valvesoftware,*,*
storeonce_backup_system_software,hp,*,*
suse_linux,suse,*,*
suse_linux_enterprise_debuginfo,opensuse_project,*,*
suse_linux_enterprise_debuginfo,novell,*,*
suse_linux_enterprise_desktop,suse,*,*
suse_linux_enterprise_desktop,novell,*,*
suse_linux_enterprise_desktop,opensuse_project,*,*
suse_linux_enterprise_live_patching,novell,*,*
suse_linux_enterprise_module_for_legacy_software,novell,*,*
suse_linux_enterprise_module_for_public_cloud,novell,*,*
suse_linux_enterprise_module_for_web_scripting,novell,*,*
suse_linux_enterprise_point_of_sale,novell,*,*
suse_linux_enterprise_real_time_extension,novell,*,*
suse_linux_enterprise_server,novell,*,ltss
suse_linux_enterprise_server,suse,*,*
suse_linux_enterprise_server,suse,*,ltss
suse_linux_enterprise_server,opensuse_project,*,*
suse_linux_enterprise_server,novell,*,*
suse_linux_enterprise_server,suse,*,-
suse_linux_enterprise_server,opensuse,*,*
suse_linux_enterprise_server_for_raspberry_pi,opensuse_project,*,*
suse_linux_enterprise_server_for_sap,novell,*,*
suse_linux_enterprise_software_development_kit,suse,*,*
suse_linux_enterprise_software_development_kit,novell,*,*
suse_linux_enterprise_software_development_kit,opensuse_project,*,*
suse_linux_enterprise_workstation_extension,opensuse_project,*,*
suse_linux_enterprise_workstation_extension,novell,*,*
suse_manager,novell,*,*
suse_manager_proxy,novell,*,*
suse_openstack_cloud,novell,*,*
suse_openstack_cloud,suse,*,*
symantec_embedded_security_critical_system_protection,broadcom,*,*
symantec_embedded_security_critical_system_protection_for_controllers_and_devices,broadcom,*,*
syskli35.86a,intel,*,*
tails,tails_project,*,*
tar_scm,opensuse,*,*
te60_firmware,huawei,*,*
terramaster_operating_system,terra-master,*,*
tg5004-k9-rf_bios,cisco,*,*
tg5004-k9-rf_firmware,cisco,*,*
tg5004-k9_bios,cisco,*,*
tg5004-k9_firmware,cisco,*,*
thinpro,hp,*,*
tizen,linux,*,*
tizenrt,samsung,*,*
toaruos,toaruos,*,*
tock,tockos,*,*
tos,terra-master,*,*
trusted_execution_engine,intel,*,*
trusted_execution_engine_firmware,intel,*,*
tv_os,apple,*,*
tvos,apple,*,*
tybyt10h.86a,intel,*,*
ubuntu,ubuntu,*,*
ubuntu,ubuntu,lts,*
ubuntu,ubuntu,*,lts
ubuntu_core,canonical,*,*
ubuntu_linux,canonical,*,esm
ubuntu_linux,ubuntu,i386,*
ubuntu_linux,ubuntu,amd64,*
ubuntu_linux,canonical,*,*
ubuntu_linux,canonical,*,lts
ubuntu_linux,canonical,*,-
ubuntu_linux,canonical,lts,*
ubuntu_linux,ubuntu,ia64,*
ubuntu_linux,ubuntu,powerpc,*
ubuntu_linux,ubuntu,ppc,*
ubuntu_touch,canonical,*,*
umbrella_insights_virtual_appliance,cisco,*,*
unifi_protect_firmware,ui,*,*
unified_communications_software,polycom,*,*
unified_contact_center_enterprise,cisco,*,*
unified_contact_center_express,cisco,*,*
unified_intelligence_center,cisco,*,*
unified_ip_phone_6900_series_firmware,cisco,*,*
unified_ip_phone_7900_series_firmware,cisco,*,*
unified_ip_phone_8900_series_firmware,cisco,*,*
unified_wireless_ip_phone_7920_firmware,cisco,*,*
universal_small_cell_firmware,cisco,*,*
unixware,sco,*,*
url-parse,url-parse_project,*,*
urx,sintef,*,*
utps_firmware,huawei,*,*
venus_os,victronenergy,*,*
versa_operating_system,versa-networks,*,*
vibrante_linux,nvidia,*,*
video_surveillance_7000_ip_camera_firmware,cisco,*,*
virtual_customer_access_system,hp,*,*
virtualization,redhat,*,*
vm_server,oracle,*,*
vpn_orchestrator,zyxel,*,*
vs960hd_firmware,synology,*,*
vsphere_esxi,vmware,*,*
vxworks,windriver,*,*
vyos,vyos,*,*
vzkernel,openvz,*,*
watch_os,apple,*,*
watchdog_console,vertiv,*,*
watchos,apple,*,*
web_security_appliance,cisco,*,*
weos,westermo,*,*
winbox,mikrotik,*,*
windows,microsoft,*,*
windows_10,microsoft,*,*
windows_10_mobile,microsoft,*,*
windows_7,microsoft,x86,*
windows_7,microsoft,x64,*
windows_7,microsoft,*,*
windows_7,microsoft,*,-
windows_8,microsoft,*,*
windows_8.1,microsoft,*,-
windows_8.1,microsoft,*,pro_n
windows_8.1,microsoft,*,rt
windows_8.1,microsoft,*,*
windows_rt,microsoft,*,*
windows_rt_8.1,microsoft,*,*
windows_server,microsoft,sp1,*
windows_server,microsoft,*,*
windows_server_1709,microsoft,*,*
windows_server_1803,microsoft,*,*
windows_server_2003,microsoft,*,*
windows_server_2008,microsoft,*,standard
windows_server_2008,microsoft,x64,*
windows_server_2008,microsoft,*,-
windows_server_2008,microsoft,x86,*
windows_server_2008,microsoft,*,itanium
windows_server_2008,microsoft,itanium,*
windows_server_2008,microsoft,*,*
windows_server_2012,microsoft,*,essentials
windows_server_2012,microsoft,*,*
windows_server_2012,microsoft,*,-
windows_server_2012,microsoft,*,datacenter
windows_server_2012,microsoft,*,standard
windows_server_2016,microsoft,*,*
windows_server_2019,microsoft,*,*
windows_server_2022,microsoft,*,*
windows_vista,microsoft,*,*
windows_xp,microsoft,*,professional
windows_xp,microsoft,*,*
wing,extremewireless,*,*
wireless_ip_phone_8821_firmware,cisco,*,*
wireless_lan_controller,cisco,*,*
wireless_lan_controller_software,cisco,*,*
wplsoft,delta_electronics,*,*
wre6505_firmware,zyxel,*,*
wyse_thinos,dell,*,*
x_window_system,x.org,*,*
xapi,xen,*,*
xbox_one,microsoft,*,*
xen,xen,*,*
xenmobile_server,citrix,*,*
xfinity_home_security_system,comcast,*,*
xg_firewall_firmware,sophos,*,*
xiaomi_millet_firmware,mi,*,*
xiaomi_perseus-p-oss,micode,*,*
yunohost,yunohost,*,*
zephyr,zephyrproject,*,*
zeroshell,zeroshell,*,*
zfs_storage_appliance,oracle,*,*
zld,zyxel,*,*
